,TRADEDATE,CASH_VALUE,STOCK_VALUE,TOTAL_ASSET,NAV
41,2013-03-08,0.0,10768.0,10768.0,1.0768
42,2013-03-11,0.0,10733.08,10733.08,1.0733
43,2013-03-12,0.0,10694.67,10694.67,1.0695
44,2013-03-13,0.0,10613.67,10613.67,1.0614
45,2013-03-14,0.0,10581.15,10581.15,1.0581
46,2013-03-15,0.0,10592.87,10592.87,1.0593
47,2013-03-18,0.0,10537.76,10537.76,1.0538
48,2013-03-19,0.0,10550.96,10550.96,1.0551
49,2013-03-20,0.0,10686.66,10686.66,1.0687
50,2013-03-21,0.0,10756.03,10756.03,1.0756
51,2013-03-22,0.0,10880.62,10880.62,1.0881
52,2013-03-25,0.0,10968.45,10968.45,1.0968
53,2013-03-26,0.0,10922.16,10922.16,1.0922
54,2013-03-27,0.0,10925.94,10925.94,1.0926
55,2013-03-28,0.0,10777.69,10777.69,1.0778
56,2013-03-29,0.0,10783.66,10783.66,1.0784
57,2013-04-01,0.0,10848.4,10848.4,1.0848
58,2013-04-02,0.0,10792.78,10792.78,1.0793
59,2013-04-03,0.0,10735.19,10735.19,1.0735
60,2013-04-08,0.0,10749.02,10749.02,1.0749
61,2013-04-09,0.0,10812.2,10812.2,1.0812
62,2013-04-10,0.0,10813.99,10813.99,1.0814
63,2013-04-11,0.0,10844.24,10844.24,1.0844
64,2013-04-12,0.0,10831.24,10831.24,1.0831
65,2013-04-15,0.0,10734.82,10734.82,1.0735
66,2013-04-16,0.0,10724.29,10724.29,1.0724
67,2013-04-17,0.0,10699.88,10699.88,1.07
68,2013-04-18,0.0,10697.93,10697.93,1.0698
69,2013-04-19,0.0,10785.93,10785.93,1.0786
70,2013-04-22,0.0,10732.28,10732.28,1.0732
71,2013-04-23,0.0,10603.82,10603.82,1.0604
72,2013-04-24,0.0,10654.55,10654.55,1.0655
73,2013-04-25,0.0,10655.95,10655.95,1.0656
74,2013-04-26,0.0,10638.81,10638.81,1.0639
75,2013-05-02,0.0,10622.61,10622.61,1.0623
76,2013-05-03,0.0,10680.35,10680.35,1.068
77,2013-05-06,0.0,10754.32,10754.32,1.0754
78,2013-05-07,0.0,10797.06,10797.06,1.0797
79,2013-05-08,0.0,10851.4,10851.4,1.0851
80,2013-05-09,0.0,10831.61,10831.61,1.0832
81,2013-05-10,0.0,10855.47,10855.47,1.0855
82,2013-05-13,0.0,10884.59,10884.59,1.0885
83,2013-05-14,0.0,10847.56,10847.56,1.0848
84,2013-05-15,0.0,10865.63,10865.63,1.0866
85,2013-05-16,0.0,10953.38,10953.38,1.0953
86,2013-05-17,0.0,11095.2,11095.2,1.1095
87,2013-05-20,0.0,11156.92,11156.92,1.1157
88,2013-05-21,0.0,11124.17,11124.17,1.1124
89,2013-05-22,0.0,11037.19,11037.19,1.1037
90,2013-05-23,0.0,11006.73,11006.73,1.1007
91,2013-05-24,0.0,11039.27,11039.27,1.1039
92,2013-05-27,0.0,11059.39,11059.39,1.1059
93,2013-05-28,0.0,11166.53,11166.53,1.1167
94,2013-05-29,0.0,11202.33,11202.33,1.1202
95,2013-05-30,0.0,11194.2,11194.2,1.1194
96,2013-05-31,0.0,11206.44,11206.44,1.1206
97,2013-06-03,0.0,11211.4,11211.4,1.1211
98,2013-06-04,0.0,11118.57,11118.57,1.1119
99,2013-06-05,0.0,11102.31,11102.31,1.1102
100,2013-06-06,0.0,11041.0,11041.0,1.1041
101,2013-06-07,0.0,10986.12,10986.12,1.0986
102,2013-06-13,0.0,10852.9,10852.9,1.0853
103,2013-06-14,0.0,10857.81,10857.81,1.0858
104,2013-06-17,0.0,10845.6,10845.6,1.0846
105,2013-06-18,0.0,10860.42,10860.42,1.086
106,2013-06-19,552.3,10243.42,10795.72,1.0796
107,2013-06-20,552.3,9985.45,10537.75,1.0538
108,2013-06-21,552.3,10016.12,10568.42,1.0568
109,2013-06-24,552.3,9785.64,10337.94,1.0338
110,2013-06-25,552.3,9848.56,10400.86,1.0401
111,2013-06-26,552.3,9895.9,10448.2,1.0448
112,2013-06-27,552.3,9931.53,10483.83,1.0484
113,2013-06-28,552.3,9964.48,10516.78,1.0517
114,2013-07-01,552.3,10080.67,10632.97,1.0633
115,2013-07-02,552.3,10115.94,10668.24,1.0668
116,2013-07-03,552.3,10098.91,10651.21,1.0651
117,2013-07-04,552.3,10122.59,10674.89,1.0675
118,2013-07-05,552.3,10149.58,10701.88,1.0702
119,2013-07-08,552.3,10080.92,10633.22,1.0633
120,2013-07-09,0.0,10633.24,10633.24,1.0633
121,2013-07-10,0.0,10676.46,10676.46,1.0676
122,2013-07-11,531.99,10204.5,10736.49,1.0736
123,2013-07-12,531.99,10166.61,10698.6,1.0699
124,2013-07-15,531.99,10176.6,10708.59,1.0709
125,2013-07-16,531.99,10164.44,10696.43,1.0696
126,2013-07-17,531.99,10121.33,10653.32,1.0653
127,2013-07-18,531.99,10041.19,10573.18,1.0573
128,2013-07-19,531.99,10013.82,10545.81,1.0546
129,2013-07-22,531.99,10001.12,10533.11,1.0533
130,2013-07-23,531.99,10055.99,10587.98,1.0588
131,2013-07-24,531.99,10029.3,10561.29,1.0561
132,2013-07-25,531.99,10015.39,10547.38,1.0547
133,2013-07-26,531.99,10018.69,10550.68,1.0551
134,2013-07-29,531.99,9980.39,10512.38,1.0512
135,2013-07-30,531.99,9978.48,10510.47,1.051
136,2013-07-31,531.99,9986.31,10518.3,1.0518
137,2013-08-01,531.99,10070.2,10602.19,1.0602
138,2013-08-02,531.99,10082.29,10614.28,1.0614
139,2013-08-05,531.99,10135.91,10667.9,1.0668
140,2013-08-06,0.0,10705.18,10705.18,1.0705
141,2013-08-07,0.0,10682.81,10682.81,1.0683
142,2013-08-08,0.0,10678.65,10678.65,1.0679
143,2013-08-09,0.0,10678.85,10678.85,1.0679
144,2013-08-12,0.0,10723.57,10723.57,1.0724
145,2013-08-13,0.0,10739.99,10739.99,1.074
146,2013-08-14,0.0,10714.02,10714.02,1.0714
147,2013-08-15,0.0,10682.59,10682.59,1.0683
148,2013-08-16,0.0,10644.74,10644.74,1.0645
149,2013-08-19,0.0,10674.92,10674.92,1.0675
150,2013-08-20,0.0,10661.43,10661.43,1.0661
151,2013-08-21,0.0,10617.93,10617.93,1.0618
