,TRADEDATE,CASH_VALUE,STOCK_VALUE,TOTAL_ASSET,NAV
152,2013-08-22,0.0,10604.04,10604.04,1.0604
153,2013-08-23,0.0,10608.49,10608.49,1.0608
154,2013-08-26,0.0,10649.07,10649.07,1.0649
155,2013-08-27,0.0,10662.36,10662.36,1.0662
156,2013-08-28,0.0,10659.15,10659.15,1.0659
157,2013-08-29,0.0,10657.99,10657.99,1.0658
158,2013-08-30,0.0,10677.69,10677.69,1.0678
159,2013-09-02,0.0,10656.61,10656.61,1.0657
160,2013-09-03,0.0,10204.23,10204.23,1.0204
161,2013-09-04,0.0,10212.07,10212.07,1.0212
162,2013-09-05,0.0,10211.2,10211.2,1.0211
163,2013-09-06,0.0,10213.78,10213.78,1.0214
164,2013-09-09,0.0,10303.3,10303.3,1.0303
165,2013-09-10,0.0,10345.07,10345.07,1.0345
166,2013-09-11,0.0,10449.89,10449.89,1.045
167,2013-09-12,0.0,10500.77,10500.77,1.0501
168,2013-09-13,0.0,10423.99,10423.99,1.0424
169,2013-09-16,0.0,10355.83,10355.83,1.0356
170,2013-09-17,0.0,10317.36,10317.36,1.0317
171,2013-09-18,0.0,10345.45,10345.45,1.0345
172,2013-09-23,0.0,10371.91,10371.91,1.0372
173,2013-09-24,0.0,10391.73,10391.73,1.0392
174,2013-09-25,0.0,10402.49,10402.49,1.0402
175,2013-09-26,0.0,10333.66,10333.66,1.0334
176,2013-09-27,0.0,10323.59,10323.59,1.0324
177,2013-09-30,0.0,10335.55,10335.55,1.0336
178,2013-10-08,0.0,10378.35,10378.35,1.0378
179,2013-10-09,0.0,10439.78,10439.78,1.044
180,2013-10-10,0.0,10367.74,10367.74,1.0368
181,2013-10-11,0.0,10391.04,10391.04,1.0391
182,2013-10-14,0.0,10460.23,10460.23,1.046
183,2013-10-15,0.0,10447.59,10447.59,1.0448
184,2013-10-16,0.0,10393.38,10393.38,1.0393
185,2013-10-17,0.0,10377.79,10377.79,1.0378
186,2013-10-18,0.0,10374.23,10374.23,1.0374
187,2013-10-21,0.0,10406.65,10406.65,1.0407
188,2013-10-22,0.0,10376.18,10376.18,1.0376
189,2013-10-23,0.0,10325.23,10325.23,1.0325
190,2013-10-24,0.0,10283.41,10283.41,1.0283
191,2013-10-25,0.0,10208.64,10208.64,1.0209
192,2013-10-28,0.0,10188.35,10188.35,1.0188
193,2013-10-29,0.0,10158.18,10158.18,1.0158
194,2013-10-30,0.0,10225.65,10225.65,1.0226
195,2013-10-31,0.0,10200.12,10200.12,1.02
196,2013-11-01,0.0,10226.2,10226.2,1.0226
197,2013-11-04,0.0,10235.32,10235.32,1.0235
198,2013-11-05,0.0,10232.04,10232.04,1.0232
199,2013-11-06,0.0,10211.8,10211.8,1.0212
200,2013-11-07,0.0,10156.5,10156.5,1.0156
201,2013-11-08,0.0,10087.06,10087.06,1.0087
202,2013-11-11,0.0,10097.32,10097.32,1.0097
203,2013-11-12,0.0,10130.0,10130.0,1.013
204,2013-11-13,0.0,10056.06,10056.06,1.0056
205,2013-11-14,0.0,10077.03,10077.03,1.0077
206,2013-11-15,0.0,10091.94,10091.94,1.0092
207,2013-11-18,0.0,10196.41,10196.41,1.0196
208,2013-11-19,0.0,10213.98,10213.98,1.0214
209,2013-11-20,0.0,10275.07,10275.07,1.0275
210,2013-11-21,0.0,10287.79,10287.79,1.0288
211,2013-11-22,0.0,10274.06,10274.06,1.0274
212,2013-11-25,0.0,10248.3,10248.3,1.0248
213,2013-11-26,0.0,10235.5,10235.5,1.0236
214,2013-11-27,0.0,10268.88,10268.88,1.0269
215,2013-11-28,0.0,10293.93,10293.93,1.0294
216,2013-11-29,0.0,10302.53,10302.53,1.0303
217,2013-12-02,0.0,10179.68,10179.68,1.018
218,2013-12-03,0.0,10247.93,10247.93,1.0248
219,2013-12-04,0.0,10313.05,10313.05,1.0313
220,2013-12-05,0.0,10265.58,10265.58,1.0266
221,2013-12-06,0.0,10218.64,10218.64,1.0219
222,2013-12-09,0.0,10239.78,10239.78,1.024
223,2013-12-10,0.0,10247.98,10247.98,1.0248
224,2013-12-11,0.0,10197.72,10197.72,1.0198
225,2013-12-12,0.0,10198.5,10198.5,1.0198
226,2013-12-13,0.0,10200.54,10200.54,1.0201
227,2013-12-16,0.0,10131.08,10131.08,1.0131
228,2013-12-17,0.0,10103.73,10103.73,1.0104
229,2013-12-18,0.0,10080.34,10080.34,1.008
230,2013-12-19,0.0,9970.72,9970.72,0.9971
231,2013-12-20,0.0,9889.46,9889.46,0.9889
232,2013-12-23,0.0,9916.23,9916.23,0.9916
233,2013-12-24,0.0,9928.2,9928.2,0.9928
234,2013-12-25,0.0,9992.22,9992.22,0.9992
235,2013-12-26,0.0,9966.41,9966.41,0.9966
236,2013-12-27,0.0,10019.56,10019.56,1.002
237,2013-12-30,0.0,10025.27,10025.27,1.0025
238,2013-12-31,0.0,10046.85,10046.85,1.0047
239,2014-01-02,0.0,10053.72,10053.72,1.0054
240,2014-01-03,0.0,10011.61,10011.61,1.0012
241,2014-01-06,0.0,9894.64,9894.64,0.9895
242,2014-01-07,0.0,9891.1,9891.1,0.9891
243,2014-01-08,0.0,9880.11,9880.11,0.988
244,2014-01-09,0.0,9839.66,9839.66,0.984
245,2014-01-10,0.0,9755.37,9755.37,0.9755
246,2014-01-13,0.0,9720.07,9720.07,0.972
247,2014-01-14,0.0,9756.83,9756.83,0.9757
248,2014-01-15,0.0,9757.56,9757.56,0.9758
249,2014-01-16,0.0,9775.99,9775.99,0.9776
250,2014-01-17,0.0,9727.18,9727.18,0.9727
251,2014-01-20,0.0,9632.38,9632.38,0.9632
252,2014-01-21,0.0,9679.89,9679.89,0.968
253,2014-01-22,0.0,9830.82,9830.82,0.9831
254,2014-01-23,0.0,9827.14,9827.14,0.9827
255,2014-01-24,0.0,9861.6,9861.6,0.9862
256,2014-01-27,0.0,9866.37,9866.37,0.9866
257,2014-01-28,0.0,9877.5,9877.5,0.9878
258,2014-01-29,0.0,9921.56,9921.56,0.9922
259,2014-01-30,0.0,9924.67,9924.67,0.9925
260,2014-02-07,0.0,9926.59,9926.59,0.9927
261,2014-02-10,0.0,10067.15,10067.15,1.0067
262,2014-02-11,0.0,10040.1,10040.1,1.004
263,2014-02-12,0.0,10067.91,10067.91,1.0068
264,2014-02-13,0.0,10039.21,10039.21,1.0039
265,2014-02-14,0.0,10073.79,10073.79,1.0074
266,2014-02-17,0.0,10106.56,10106.56,1.0107
267,2014-02-18,0.0,10067.64,10067.64,1.0068
268,2014-02-19,0.0,10061.77,10061.77,1.0062
269,2014-02-20,0.0,10097.98,10097.98,1.0098
270,2014-02-21,0.0,10063.31,10063.31,1.0063
271,2014-02-24,0.0,9974.18,9974.18,0.9974
272,2014-02-25,0.0,9931.5,9931.5,0.9932
273,2014-02-26,0.0,9918.54,9918.54,0.9919
274,2014-02-27,0.0,9967.93,9967.93,0.9968
275,2014-02-28,0.0,9966.74,9966.74,0.9967
276,2014-03-03,0.0,10002.55,10002.55,1.0003
277,2014-03-04,0.0,10007.54,10007.54,1.0008
278,2014-03-05,0.0,9966.16,9966.16,0.9966
279,2014-03-06,0.0,9971.57,9971.57,0.9972
280,2014-03-07,0.0,10053.28,10053.28,1.0053
281,2014-03-10,0.0,9973.3,9973.3,0.9973
282,2014-03-11,0.0,9969.81,9969.81,0.997
283,2014-03-12,0.0,9951.72,9951.72,0.9952
284,2014-03-13,0.0,9962.05,9962.05,0.9962
285,2014-03-14,0.0,9960.19,9960.19,0.996
286,2014-03-17,0.0,9972.21,9972.21,0.9972
287,2014-03-18,0.0,9989.56,9989.56,0.999
288,2014-03-19,0.0,9963.46,9963.46,0.9963
289,2014-03-20,0.0,9943.03,9943.03,0.9943
290,2014-03-21,0.0,10003.83,10003.83,1.0004
291,2014-03-24,0.0,10019.66,10019.66,1.002
292,2014-03-25,0.0,10027.23,10027.23,1.0027
293,2014-03-26,0.0,10025.12,10025.12,1.0025
294,2014-03-27,0.0,10011.97,10011.97,1.0012
295,2014-03-28,0.0,9974.89,9974.89,0.9975
296,2014-03-31,0.0,9949.61,9949.61,0.995
297,2014-04-01,0.0,9995.42,9995.42,0.9995
298,2014-04-02,0.0,10007.01,10007.01,1.0007
299,2014-04-03,0.0,9994.49,9994.49,0.9994
300,2014-04-04,0.0,10033.34,10033.34,1.0033
301,2014-04-08,0.0,10114.48,10114.48,1.0114
302,2014-04-09,0.0,10124.29,10124.29,1.0124
303,2014-04-10,0.0,10188.59,10188.59,1.0189
304,2014-04-11,0.0,10176.9,10176.9,1.0177
305,2014-04-14,0.0,10178.15,10178.15,1.0178
306,2014-04-15,0.0,10132.15,10132.15,1.0132
307,2014-04-16,0.0,10117.42,10117.42,1.0117
308,2014-04-17,0.0,10106.59,10106.59,1.0107
309,2014-04-18,0.0,10122.94,10122.94,1.0123
310,2014-04-21,0.0,10090.62,10090.62,1.0091
311,2014-04-22,0.0,10096.71,10096.71,1.0097
312,2014-04-23,0.0,10099.56,10099.56,1.01
313,2014-04-24,0.0,10094.48,10094.48,1.0094
314,2014-04-25,0.0,10077.16,10077.16,1.0077
315,2014-04-28,0.0,10016.55,10016.55,1.0017
316,2014-04-29,0.0,10053.58,10053.58,1.0054
317,2014-04-30,0.0,10072.48,10072.48,1.0072
318,2014-05-05,0.0,10070.47,10070.47,1.007
319,2014-05-06,0.0,10096.22,10096.22,1.0096
320,2014-05-07,0.0,10064.65,10064.65,1.0065
321,2014-05-08,0.0,10071.15,10071.15,1.0071
322,2014-05-09,0.0,10087.37,10087.37,1.0087
323,2014-05-12,0.0,10160.39,10160.39,1.016
324,2014-05-13,0.0,10148.46,10148.46,1.0148
325,2014-05-14,0.0,10138.41,10138.41,1.0138
326,2014-05-15,0.0,10111.23,10111.23,1.0111
327,2014-05-16,0.0,10106.79,10106.79,1.0107
328,2014-05-19,0.0,10052.56,10052.56,1.0053
329,2014-05-20,0.0,10039.6,10039.6,1.004
330,2014-05-21,0.0,10066.59,10066.59,1.0067
331,2014-05-22,0.0,10080.68,10080.68,1.0081
332,2014-05-23,0.0,10113.2,10113.2,1.0113
333,2014-05-26,0.0,10123.27,10123.27,1.0123
334,2014-05-27,0.0,10133.76,10133.76,1.0134
335,2014-05-28,0.0,10158.42,10158.42,1.0158
336,2014-05-29,0.0,10162.17,10162.17,1.0162
337,2014-05-30,0.0,10169.76,10169.76,1.017
338,2014-06-03,0.0,10183.8,10183.8,1.0184
339,2014-06-04,0.0,10146.8,10146.8,1.0147
340,2014-06-05,0.0,10185.22,10185.22,1.0185
341,2014-06-06,0.0,10209.32,10209.32,1.0209
342,2014-06-09,0.0,10241.35,10241.35,1.0241
343,2014-06-10,0.0,10317.3,10317.3,1.0317
344,2014-06-11,0.0,10334.27,10334.27,1.0334
345,2014-06-12,0.0,10331.71,10331.71,1.0332
346,2014-06-13,0.0,10434.75,10434.75,1.0435
347,2014-06-16,0.0,10485.66,10485.66,1.0486
348,2014-06-17,0.0,10396.34,10396.34,1.0396
349,2014-06-18,0.0,10328.01,10328.01,1.0328
350,2014-06-19,0.0,10285.72,10285.72,1.0286
351,2014-06-20,0.0,10336.12,10336.12,1.0336
352,2014-06-23,0.0,10357.41,10357.41,1.0357
353,2014-06-24,0.0,10385.59,10385.59,1.0386
354,2014-06-25,0.0,10379.19,10379.19,1.0379
355,2014-06-26,0.0,10427.3,10427.3,1.0427
356,2014-06-27,0.0,10450.25,10450.25,1.045
357,2014-06-30,0.0,10463.07,10463.07,1.0463
358,2014-07-01,0.0,10440.54,10440.54,1.0441
359,2014-07-02,0.0,10467.02,10467.02,1.0467
360,2014-07-03,0.0,10488.21,10488.21,1.0488
361,2014-07-04,0.0,10476.66,10476.66,1.0477
362,2014-07-07,0.0,10487.13,10487.13,1.0487
363,2014-07-08,0.0,10495.91,10495.91,1.0496
364,2014-07-09,0.0,10426.74,10426.74,1.0427
365,2014-07-10,0.0,10424.36,10424.36,1.0424
366,2014-07-11,0.0,10466.09,10466.09,1.0466
367,2014-07-14,0.0,10532.19,10532.19,1.0532
368,2014-07-15,0.0,10542.66,10542.66,1.0543
369,2014-07-16,0.0,10548.49,10548.49,1.0548
370,2014-07-17,0.0,10507.19,10507.19,1.0507
371,2014-07-18,0.0,10535.17,10535.17,1.0535
372,2014-07-21,0.0,10520.65,10520.65,1.0521
373,2014-07-22,0.0,10575.49,10575.49,1.0575
374,2014-07-23,0.0,10574.67,10574.67,1.0575
375,2014-07-24,0.0,10611.28,10611.28,1.0611
376,2014-07-25,0.0,10627.34,10627.34,1.0627
377,2014-07-28,0.0,10708.95,10708.95,1.0709
378,2014-07-29,0.0,10726.47,10726.47,1.0726
379,2014-07-30,0.0,10725.98,10725.98,1.0726
380,2014-07-31,0.0,10775.62,10775.62,1.0776
381,2014-08-01,0.0,10860.23,10860.23,1.086
382,2014-08-04,0.0,10965.22,10965.22,1.0965
383,2014-08-05,0.0,10957.14,10957.14,1.0957
384,2014-08-06,0.0,10976.62,10976.62,1.0977
385,2014-08-07,0.0,10892.72,10892.72,1.0893
386,2014-08-08,0.0,10900.48,10900.48,1.09
387,2014-08-11,0.0,10982.65,10982.65,1.0983
388,2014-08-12,0.0,10996.1,10996.1,1.0996
389,2014-08-13,0.0,10978.67,10978.67,1.0979
390,2014-08-14,0.0,10927.67,10927.67,1.0928
391,2014-08-15,0.0,10982.08,10982.08,1.0982
392,2014-08-18,0.0,11032.6,11032.6,1.1033
393,2014-08-19,0.0,11036.68,11036.68,1.1037
394,2014-08-20,0.0,11041.11,11041.11,1.1041
395,2014-08-21,0.0,10975.14,10975.14,1.0975
396,2014-08-22,0.0,10999.37,10999.37,1.0999
397,2014-08-25,0.0,10969.97,10969.97,1.097
398,2014-08-26,0.0,10890.18,10890.18,1.089
399,2014-08-27,0.0,10904.38,10904.38,1.0904
400,2014-08-28,0.0,10878.51,10878.51,1.0879
401,2014-08-29,0.0,10938.36,10938.36,1.0938
402,2014-09-01,0.0,11061.84,11061.84,1.1062
403,2014-09-02,0.0,11143.58,11143.58,1.1144
404,2014-09-03,0.0,11240.48,11240.48,1.124
405,2014-09-04,0.0,11277.3,11277.3,1.1277
406,2014-09-05,0.0,11346.16,11346.16,1.1346
407,2014-09-09,551.74,11318.96,11870.7,1.1871
408,2014-09-10,551.74,11332.82,11884.56,1.1885
409,2014-09-11,551.74,11326.98,11878.72,1.1879
410,2014-09-12,551.74,11411.64,11963.38,1.1963
411,2014-09-15,551.74,11414.12,11965.86,1.1966
412,2014-09-16,551.74,11247.59,11799.33,1.1799
413,2014-09-17,551.74,11266.68,11818.42,1.1818
414,2014-09-18,551.74,11347.12,11898.86,1.1899
415,2014-09-19,551.74,11379.14,11930.88,1.1931
416,2014-09-22,551.74,11276.18,11827.92,1.1828
417,2014-09-23,551.74,11324.64,11876.38,1.1876
418,2014-09-24,551.74,11477.69,12029.43,1.2029
419,2014-09-25,551.74,11527.5,12079.24,1.2079
420,2014-09-26,0.0,11468.93,11468.93,1.1469
421,2014-09-29,0.0,11493.44,11493.44,1.1493
422,2014-09-30,0.0,11578.8,11578.8,1.1579
423,2014-10-08,0.0,11589.19,11589.19,1.1589
424,2014-10-09,0.0,11629.68,11629.68,1.163
425,2014-10-10,0.0,11566.05,11566.05,1.1566
426,2014-10-13,0.0,11527.6,11527.6,1.1528
427,2014-10-14,0.0,11489.15,11489.15,1.1489
428,2014-10-15,0.0,11525.53,11525.53,1.1526
429,2014-10-16,0.0,11508.22,11508.22,1.1508
430,2014-10-17,0.0,11486.88,11486.88,1.1487
431,2014-10-20,0.0,11536.15,11536.15,1.1536
432,2014-10-21,0.0,11533.56,11533.56,1.1534
433,2014-10-22,0.0,11523.86,11523.86,1.1524
434,2014-10-23,0.0,11560.21,11560.21,1.156
435,2014-10-24,0.0,11546.49,11546.49,1.1546
436,2014-10-27,0.0,11494.8,11494.8,1.1495
437,2014-10-28,0.0,11604.06,11604.06,1.1604
438,2014-10-29,0.0,11792.59,11792.59,1.1793
439,2014-10-30,0.0,11946.24,11946.24,1.1946
440,2014-10-31,0.0,12080.65,12080.65,1.2081
441,2014-11-03,0.0,12240.69,12240.69,1.2241
442,2014-11-04,0.0,12333.24,12333.24,1.2333
443,2014-11-05,0.0,12286.12,12286.12,1.2286
444,2014-11-06,0.0,12343.72,12343.72,1.2344
445,2014-11-07,0.0,12445.42,12445.42,1.2445
446,2014-11-10,0.0,12663.74,12663.74,1.2664
447,2014-11-11,0.0,12487.26,12487.26,1.2487
448,2014-11-12,0.0,12571.72,12571.72,1.2572
449,2014-11-13,0.0,12521.77,12521.77,1.2522
450,2014-11-14,0.0,12440.71,12440.71,1.2441
451,2014-11-17,0.0,12317.98,12317.98,1.2318
452,2014-11-18,0.0,12165.0,12165.0,1.2165
453,2014-11-19,0.0,12154.76,12154.76,1.2155
454,2014-11-20,610.26,12254.63,12864.89,1.2865
455,2014-11-21,610.26,12430.03,13040.29,1.304
456,2014-11-24,610.26,12625.27,13235.53,1.3236
457,2014-11-25,610.26,12713.96,13324.22,1.3324
458,2014-11-26,610.26,12774.51,13384.77,1.3385
459,2014-11-27,610.26,12814.22,13424.48,1.3424
460,2014-11-28,0.0,12854.69,12854.69,1.2855
461,2014-12-01,0.0,12687.8,12687.8,1.2688
462,2014-12-02,0.0,12871.7,12871.7,1.2872
463,2014-12-03,648.17,12920.59,13568.76,1.3569
464,2014-12-04,648.17,13229.56,13877.73,1.3878
465,2014-12-05,648.17,13192.24,13840.41,1.384
466,2014-12-08,648.17,13408.74,14056.91,1.4057
467,2014-12-09,648.17,12727.62,13375.79,1.3376
468,2014-12-10,648.17,13030.59,13678.76,1.3679
469,2014-12-11,648.17,12975.96,13624.13,1.3624
470,2014-12-12,648.17,13024.37,13672.54,1.3673
471,2014-12-15,648.17,13088.82,13736.99,1.3737
472,2014-12-16,648.17,13382.03,14030.2,1.403
473,2014-12-17,648.17,13550.91,14199.08,1.4199
474,2014-12-18,648.17,13746.6,14394.77,1.4395
475,2014-12-19,648.17,14074.89,14723.06,1.4723
476,2014-12-22,648.17,14167.48,14815.65,1.4816
477,2014-12-23,648.17,13910.02,14558.19,1.4558
478,2014-12-24,648.17,13824.76,14472.93,1.4473
479,2014-12-25,648.17,14206.52,14854.69,1.4855
480,2014-12-26,0.0,14435.95,14435.95,1.4436
481,2014-12-29,0.0,14567.43,14567.43,1.4567
482,2014-12-30,0.0,14554.24,14554.24,1.4554
483,2014-12-31,732.16,14763.21,15495.37,1.5495
484,2015-01-05,732.16,15388.33,16120.49,1.612
485,2015-01-06,732.16,15584.83,16316.99,1.6317
486,2015-01-07,732.16,15849.41,16581.57,1.6582
487,2015-01-08,732.16,15693.27,16425.43,1.6425
488,2015-01-09,732.16,15814.32,16546.48,1.6546
489,2015-01-12,732.16,15446.24,16178.4,1.6178
490,2015-01-13,732.16,15529.63,16261.79,1.6262
491,2015-01-14,732.16,15583.16,16315.32,1.6315
492,2015-01-15,732.16,15752.27,16484.43,1.6484
493,2015-01-16,732.16,15929.0,16661.16,1.6661
494,2015-01-19,732.16,15251.84,15984.0,1.5984
495,2015-01-20,732.16,15472.09,16204.25,1.6204
496,2015-01-21,732.16,15851.19,16583.35,1.6583
497,2015-01-22,732.16,15981.56,16713.72,1.6714
498,2015-01-23,732.16,15977.33,16709.49,1.6709
499,2015-01-26,732.16,15777.21,16509.37,1.6509
500,2015-01-27,0.0,15561.78,15561.78,1.5562
501,2015-01-28,0.0,15362.08,15362.08,1.5362
502,2015-01-29,0.0,15189.84,15189.84,1.519
503,2015-01-30,0.0,15018.38,15018.38,1.5018
504,2015-02-02,0.0,14745.45,14745.45,1.4745
505,2015-02-03,0.0,14839.97,14839.97,1.484
506,2015-02-04,0.0,14871.65,14871.65,1.4872
507,2015-02-05,0.0,14888.78,14888.78,1.4889
508,2015-02-06,0.0,14667.62,14667.62,1.4668
509,2015-02-09,684.25,14689.47,15373.72,1.5374
510,2015-02-10,684.25,14803.63,15487.88,1.5488
511,2015-02-11,684.25,14842.3,15526.55,1.5527
512,2015-02-12,684.25,14885.23,15569.48,1.5569
513,2015-02-13,1358.39,14328.46,15686.85,1.5687
514,2015-02-16,2042.23,13803.02,15845.25,1.5845
515,2015-02-17,2042.23,13855.62,15897.85,1.5898
516,2015-02-25,2759.73,13035.13,15794.86,1.5795
517,2015-02-26,2759.73,13126.72,15886.45,1.5886
518,2015-02-27,2759.73,13106.35,15866.08,1.5866
519,2015-03-02,2759.73,13125.43,15885.16,1.5885
520,2015-03-03,0.0,15079.66,15079.66,1.508
521,2015-03-04,765.3,15110.81,15876.11,1.5876
522,2015-03-05,765.3,15048.17,15813.47,1.5813
523,2015-03-06,765.3,15007.25,15772.55,1.5773
524,2015-03-09,1530.57,14359.69,15890.26,1.589
525,2015-03-10,1530.57,14414.64,15945.21,1.5945
526,2015-03-11,1530.57,14409.13,15939.7,1.594
527,2015-03-12,3042.72,12892.79,15935.51,1.5936
528,2015-03-13,3042.72,12962.18,16004.9,1.6005
529,2015-03-16,3042.72,13340.32,16383.04,1.6383
530,2015-03-17,3042.72,13543.29,16586.01,1.6586
531,2015-03-18,3042.72,13595.65,16638.37,1.6638
532,2015-03-19,3042.72,13588.63,16631.35,1.6631
533,2015-03-20,3042.72,13652.0,16694.72,1.6695
534,2015-03-23,3042.72,13811.62,16854.34,1.6854
535,2015-03-24,3042.72,13723.11,16765.83,1.6766
536,2015-03-25,3042.72,13699.21,16741.93,1.6742
537,2015-03-26,3042.72,13647.03,16689.75,1.669
538,2015-03-27,3042.72,13643.9,16686.62,1.6687
539,2015-03-30,3042.72,13714.82,16757.54,1.6758
540,2015-03-31,0.0,15813.84,15813.84,1.5814
541,2015-04-01,0.0,15922.5,15922.5,1.5922
542,2015-04-02,0.0,16159.98,16159.98,1.616
543,2015-04-03,0.0,16444.03,16444.03,1.6444
544,2015-04-07,0.0,16591.49,16591.49,1.6591
545,2015-04-08,0.0,16414.53,16414.53,1.6415
546,2015-04-09,0.0,16042.94,16042.94,1.6043
547,2015-04-10,0.0,16299.89,16299.89,1.63
548,2015-04-13,0.0,16585.76,16585.76,1.6586
549,2015-04-14,0.0,16465.45,16465.45,1.6465
550,2015-04-15,0.0,16080.76,16080.76,1.6081
551,2015-04-16,0.0,16255.3,16255.3,1.6255
552,2015-04-17,0.0,16588.97,16588.97,1.6589
553,2015-04-20,0.0,16434.93,16434.93,1.6435
554,2015-04-21,0.0,16775.91,16775.91,1.6776
555,2015-04-22,0.0,17372.53,17372.53,1.7373
556,2015-04-23,0.0,17342.06,17342.06,1.7342
557,2015-04-24,0.0,17414.18,17414.18,1.7414
558,2015-04-27,0.0,17526.52,17526.52,1.7527
559,2015-04-28,876.8,17426.45,18303.25,1.8303
560,2015-04-29,0.0,18493.62,18493.62,1.8494
561,2015-04-30,0.0,18606.13,18606.13,1.8606
562,2015-05-04,944.58,17653.23,18597.81,1.8598
563,2015-05-05,1889.49,16101.59,17991.08,1.7991
564,2015-05-06,2835.2,14952.82,17788.02,1.7788
565,2015-05-07,3783.22,13866.06,17649.28,1.7649
566,2015-05-08,3783.22,14170.85,17954.07,1.7954
567,2015-05-11,3783.22,14799.79,18583.01,1.8583
568,2015-05-12,3783.22,15292.16,19075.38,1.9075
569,2015-05-13,3783.22,15501.86,19285.08,1.9285
570,2015-05-14,4640.03,15438.95,20078.98,2.0079
571,2015-05-15,4640.03,14662.49,19302.52,1.9303
572,2015-05-18,4640.03,14792.48,19432.51,1.9433
573,2015-05-19,4640.03,15173.31,19813.34,1.9813
574,2015-05-20,4640.03,15633.12,20273.15,2.0273
575,2015-05-21,4640.03,16369.59,21009.62,2.101
576,2015-05-22,4640.03,16386.51,21026.54,2.1027
577,2015-05-25,4640.03,16668.48,21308.51,2.1309
578,2015-05-26,4640.03,17337.07,21977.1,2.1977
579,2015-05-27,4640.03,17792.57,22432.6,2.2433
580,2015-05-28,0.0,21429.27,21429.27,2.1429
581,2015-05-29,0.0,21680.25,21680.25,2.168
582,2015-06-01,1493.58,21487.8,22981.38,2.2981
583,2015-06-02,1493.58,21438.15,22931.73,2.2932
584,2015-06-03,1493.58,21271.44,22765.02,2.2765
585,2015-06-04,2986.39,19443.68,22430.07,2.243
586,2015-06-05,4478.81,17963.85,22442.66,2.2443
587,2015-06-08,4478.81,17759.13,22237.94,2.2238
588,2015-06-09,4478.81,17631.41,22110.22,2.211
589,2015-06-10,4478.81,17420.72,21899.53,2.19
590,2015-06-11,4478.81,17398.16,21876.97,2.1877
591,2015-06-12,7463.76,14471.05,21934.81,2.1935
592,2015-06-15,9030.13,12747.06,21777.19,2.1777
593,2015-06-16,9030.13,12090.97,21121.1,2.1121
594,2015-06-17,9030.13,12225.89,21256.02,2.1256
595,2015-06-18,9030.13,11658.47,20688.6,2.0689
596,2015-06-19,9030.13,11026.72,20056.85,2.0057
597,2015-06-23,9030.13,11052.93,20083.06,2.0083
598,2015-06-24,9030.13,11358.79,20388.92,2.0389
599,2015-06-25,9030.13,10928.01,19958.14,1.9958
600,2015-06-26,0.0,18950.79,18950.79,1.8951
601,2015-06-29,0.0,18194.58,18194.58,1.8195
602,2015-06-30,2302.26,17332.83,19635.09,1.9635
603,2015-07-01,2302.26,16526.2,18828.46,1.8828
604,2015-07-02,2302.26,15876.57,18178.83,1.8179
605,2015-07-03,2302.26,16090.13,18392.39,1.8392
606,2015-07-06,2302.26,16179.38,18481.64,1.8482
607,2015-07-07,2302.26,15058.61,17360.87,1.7361
608,2015-07-08,2302.26,14475.75,16778.01,1.6778
609,2015-07-09,2302.26,15243.33,17545.59,1.7546
610,2015-07-10,2302.26,15861.96,18164.22,1.8164
611,2015-07-13,2302.26,15490.6,17792.86,1.7793
612,2015-07-14,6421.93,11258.81,17680.74,1.7681
613,2015-07-15,8526.4,8823.0,17349.4,1.7349
614,2015-07-16,8526.4,8822.73,17349.13,1.7349
615,2015-07-17,10826.8,6923.16,17749.96,1.775
616,2015-07-20,10826.8,7189.69,18016.49,1.8016
617,2015-07-21,10826.8,7325.45,18152.25,1.8152
618,2015-07-22,10826.8,7286.07,18112.87,1.8113
619,2015-07-23,10826.8,7645.71,18472.51,1.8473
620,2015-07-24,0.0,18107.0,18107.0,1.8107
621,2015-07-27,0.0,16569.82,16569.82,1.657
622,2015-07-28,0.0,16576.56,16576.56,1.6577
623,2015-07-29,0.0,16987.98,16987.98,1.6988
624,2015-07-30,0.0,16478.43,16478.43,1.6478
625,2015-07-31,0.0,16278.12,16278.12,1.6278
626,2015-08-03,0.0,15954.27,15954.27,1.5954
627,2015-08-04,0.0,16866.47,16866.47,1.6866
628,2015-08-05,0.0,16710.28,16710.28,1.671
629,2015-08-06,0.0,16683.6,16683.6,1.6684
630,2015-08-07,0.0,17220.55,17220.55,1.7221
631,2015-08-10,0.0,18107.05,18107.05,1.8107
632,2015-08-11,0.0,17621.19,17621.19,1.7621
633,2015-08-12,0.0,17396.8,17396.8,1.7397
634,2015-08-13,0.0,17608.03,17608.03,1.7608
635,2015-08-14,0.0,17538.62,17538.62,1.7539
636,2015-08-17,0.0,17351.97,17351.97,1.7352
637,2015-08-18,0.0,16299.76,16299.76,1.63
638,2015-08-19,0.0,16516.64,16516.64,1.6517
639,2015-08-20,0.0,16153.16,16153.16,1.6153
640,2015-08-21,0.0,15764.48,15764.48,1.5764
641,2015-08-24,0.0,14384.28,14384.28,1.4384
642,2015-08-25,0.0,14107.09,14107.09,1.4107
643,2015-08-26,0.0,14342.78,14342.78,1.4343
644,2015-08-27,0.0,14880.2,14880.2,1.488
645,2015-08-28,0.0,15319.23,15319.23,1.5319
646,2015-08-31,0.0,15018.47,15018.47,1.5018
647,2015-09-01,0.0,14769.17,14769.17,1.4769
648,2015-09-02,0.0,14621.69,14621.69,1.4622
