,TRADEDATE,CASH_VALUE,STOCK_VALUE,TOTAL_ASSET,NAV
540,2015-03-31,0.0,16877.98,16877.98,1.6878
541,2015-04-01,0.0,17003.11,17003.11,1.7003
542,2015-04-02,0.0,17249.27,17249.27,1.7249
543,2015-04-03,0.0,17555.58,17555.58,1.7556
544,2015-04-07,0.0,17704.1,17704.1,1.7704
545,2015-04-08,0.0,17473.75,17473.75,1.7474
546,2015-04-09,0.0,17045.99,17045.99,1.7046
547,2015-04-10,0.0,17314.72,17314.72,1.7315
548,2015-04-13,0.0,17626.81,17626.81,1.7627
549,2015-04-14,0.0,17491.21,17491.21,1.7491
550,2015-04-15,0.0,17047.83,17047.83,1.7048
551,2015-04-16,0.0,17236.71,17236.71,1.7237
552,2015-04-17,0.0,17651.9,17651.9,1.7652
553,2015-04-20,0.0,17484.67,17484.67,1.7485
554,2015-04-21,0.0,17885.35,17885.35,1.7885
555,2015-04-22,0.0,18547.54,18547.54,1.8548
556,2015-04-23,0.0,18558.97,18558.97,1.8559
557,2015-04-24,0.0,18613.65,18613.65,1.8614
558,2015-04-27,0.0,18736.48,18736.48,1.8736
559,2015-04-28,906.97,17691.59,18598.56,1.8599
560,2015-04-29,906.97,17883.11,18790.08,1.879
561,2015-04-30,906.97,17987.95,18894.92,1.8895
562,2015-05-04,1687.2,17213.16,18900.36,1.89
563,2015-05-05,3040.0,15219.86,18259.86,1.826
564,2015-05-06,3675.16,14392.7,18067.86,1.8068
565,2015-05-07,4487.34,13419.08,17906.42,1.7906
566,2015-05-08,4487.34,13746.61,18233.95,1.8234
567,2015-05-11,4487.34,14412.51,18899.85,1.89
568,2015-05-12,4487.34,14913.92,19401.26,1.9401
569,2015-05-13,4487.34,15156.0,19643.34,1.9643
570,2015-05-14,5705.45,14773.62,20479.07,2.0479
571,2015-05-15,5705.45,13939.77,19645.22,1.9645
572,2015-05-18,5705.45,14067.44,19772.89,1.9773
573,2015-05-19,5705.45,14468.04,20173.49,2.0173
574,2015-05-20,5705.45,14943.81,20649.26,2.0649
575,2015-05-21,5705.45,15703.15,21408.6,2.1409
576,2015-05-22,5705.45,15693.83,21399.28,2.1399
577,2015-05-25,5705.45,15933.87,21639.32,2.1639
578,2015-05-26,5705.45,16580.97,22286.42,2.2286
579,2015-05-27,5705.45,17065.25,22770.7,2.2771
580,2015-05-28,5705.45,16071.68,21777.13,2.1777
581,2015-05-29,5705.45,16249.56,21955.01,2.1955
582,2015-06-01,6643.2,16244.41,22887.61,2.2888
583,2015-06-02,6643.2,16247.97,22891.17,2.2891
584,2015-06-03,6643.2,16255.95,22899.15,2.2899
585,2015-06-04,7613.03,14866.26,22479.29,2.2479
586,2015-06-05,9061.24,13402.35,22463.59,2.2464
587,2015-06-08,9061.24,13284.75,22345.99,2.2346
588,2015-06-09,9061.24,13175.78,22237.02,2.2237
589,2015-06-10,9061.24,13023.46,22084.7,2.2085
590,2015-06-11,9061.24,13024.21,22085.45,2.2085
591,2015-06-12,10713.32,11381.68,22095.0,2.2095
592,2015-06-15,12115.23,9780.2,21895.43,2.1895
593,2015-06-16,12115.23,9153.12,21268.35,2.1268
594,2015-06-17,12115.23,9362.01,21477.24,2.1477
595,2015-06-18,12115.23,8746.27,20861.5,2.0862
596,2015-06-19,12115.23,8192.38,20307.61,2.0308
597,2015-06-23,12115.23,8216.41,20331.64,2.0332
598,2015-06-24,12115.23,8423.69,20538.92,2.0539
599,2015-06-25,12115.23,8133.48,20248.71,2.0249
600,2015-06-26,12115.23,7431.69,19546.92,1.9547
