,TRADEDATE,CASH_VALUE,STOCK_VALUE,TOTAL_ASSET,NAV
41,2013-03-08,0.0,10776.39,10776.39,1.0776
42,2013-03-11,0.0,10741.68,10741.68,1.0742
43,2013-03-12,0.0,10703.58,10703.58,1.0704
44,2013-03-13,0.0,10619.06,10619.06,1.0619
45,2013-03-14,0.0,10581.77,10581.77,1.0582
46,2013-03-15,0.0,10594.15,10594.15,1.0594
47,2013-03-18,0.0,10540.23,10540.23,1.054
48,2013-03-19,0.0,10553.91,10553.91,1.0554
49,2013-03-20,0.0,10697.38,10697.38,1.0697
50,2013-03-21,0.0,10770.84,10770.84,1.0771
51,2013-03-22,0.0,10901.79,10901.79,1.0902
52,2013-03-25,0.0,11002.79,11002.79,1.1003
53,2013-03-26,0.0,10955.5,10955.5,1.0956
54,2013-03-27,0.0,10959.89,10959.89,1.096
55,2013-03-28,0.0,10805.76,10805.76,1.0806
56,2013-03-29,0.0,10811.6,10811.6,1.0812
57,2013-04-01,0.0,10888.19,10888.19,1.0888
58,2013-04-02,0.0,10827.08,10827.08,1.0827
59,2013-04-03,0.0,10762.76,10762.76,1.0763
60,2013-04-08,0.0,10781.87,10781.87,1.0782
61,2013-04-09,0.0,10850.14,10850.14,1.085
62,2013-04-10,0.0,10851.61,10851.61,1.0852
63,2013-04-11,0.0,10883.28,10883.28,1.0883
64,2013-04-12,0.0,10870.34,10870.34,1.087
65,2013-04-15,0.0,10773.57,10773.57,1.0774
66,2013-04-16,0.0,10762.85,10762.85,1.0763
67,2013-04-17,0.0,10736.73,10736.73,1.0737
68,2013-04-18,0.0,10735.27,10735.27,1.0735
69,2013-04-19,0.0,10826.53,10826.53,1.0827
70,2013-04-22,0.0,10773.06,10773.06,1.0773
71,2013-04-23,0.0,10641.56,10641.56,1.0642
72,2013-04-24,0.0,10696.18,10696.18,1.0696
73,2013-04-25,0.0,10695.8,10695.8,1.0696
74,2013-04-26,0.0,10675.74,10675.74,1.0676
75,2013-05-02,0.0,10661.56,10661.56,1.0662
76,2013-05-03,0.0,10721.6,10721.6,1.0722
77,2013-05-06,0.0,10795.69,10795.69,1.0796
78,2013-05-07,0.0,10839.0,10839.0,1.0839
79,2013-05-08,0.0,10897.17,10897.17,1.0897
80,2013-05-09,0.0,10877.7,10877.7,1.0878
81,2013-05-10,0.0,10901.87,10901.87,1.0902
82,2013-05-13,0.0,10929.5,10929.5,1.093
83,2013-05-14,0.0,10891.21,10891.21,1.0891
84,2013-05-15,0.0,10909.58,10909.58,1.091
85,2013-05-16,0.0,10999.14,10999.14,1.0999
86,2013-05-17,0.0,11144.06,11144.06,1.1144
87,2013-05-20,0.0,11209.34,11209.34,1.1209
88,2013-05-21,0.0,11175.56,11175.56,1.1176
89,2013-05-22,0.0,11085.82,11085.82,1.1086
90,2013-05-23,0.0,11053.97,11053.97,1.1054
91,2013-05-24,0.0,11085.4,11085.4,1.1085
92,2013-05-27,0.0,11106.32,11106.32,1.1106
93,2013-05-28,0.0,11218.97,11218.97,1.1219
94,2013-05-29,0.0,11254.87,11254.87,1.1255
95,2013-05-30,0.0,11242.49,11242.49,1.1242
96,2013-05-31,0.0,11253.25,11253.25,1.1253
97,2013-06-03,0.0,11258.45,11258.45,1.1258
98,2013-06-04,0.0,11162.49,11162.49,1.1162
99,2013-06-05,0.0,11145.11,11145.11,1.1145
100,2013-06-06,0.0,11077.68,11077.68,1.1078
101,2013-06-07,0.0,11022.91,11022.91,1.1023
102,2013-06-13,0.0,10888.67,10888.67,1.0889
103,2013-06-14,0.0,10893.38,10893.38,1.0893
104,2013-06-17,0.0,10882.93,10882.93,1.0883
105,2013-06-18,0.0,10898.64,10898.64,1.0899
106,2013-06-19,561.5,10270.94,10832.44,1.0832
107,2013-06-20,561.5,10003.37,10564.87,1.0565
108,2013-06-21,561.5,10036.72,10598.22,1.0598
109,2013-06-24,561.5,9800.96,10362.46,1.0362
110,2013-06-25,561.5,9866.02,10427.52,1.0428
111,2013-06-26,561.5,9916.0,10477.5,1.0478
112,2013-06-27,561.5,9952.03,10513.53,1.0514
113,2013-06-28,561.5,9986.51,10548.01,1.0548
114,2013-07-01,561.5,10103.69,10665.19,1.0665
115,2013-07-02,561.5,10139.47,10700.97,1.0701
116,2013-07-03,561.5,10121.36,10682.86,1.0683
117,2013-07-04,561.5,10145.9,10707.4,1.0707
118,2013-07-05,561.5,10172.39,10733.89,1.0734
119,2013-07-08,561.5,10101.75,10663.25,1.0663
120,2013-07-09,0.0,10665.16,10665.16,1.0665
121,2013-07-10,0.0,10709.94,10709.94,1.071
122,2013-07-11,524.28,10248.68,10772.96,1.0773
123,2013-07-12,524.28,10209.06,10733.34,1.0733
124,2013-07-15,524.28,10221.08,10745.36,1.0745
125,2013-07-16,524.28,10208.89,10733.17,1.0733
126,2013-07-17,524.28,10165.0,10689.28,1.0689
127,2013-07-18,524.28,10085.88,10610.16,1.061
128,2013-07-19,524.28,10057.61,10581.89,1.0582
129,2013-07-22,524.28,10044.18,10568.46,1.0568
130,2013-07-23,524.28,10100.7,10624.98,1.0625
131,2013-07-24,524.28,10073.83,10598.11,1.0598
132,2013-07-25,524.28,10059.71,10583.99,1.0584
133,2013-07-26,524.28,10062.6,10586.88,1.0587
134,2013-07-29,524.28,10022.02,10546.3,1.0546
135,2013-07-30,524.28,10020.04,10544.32,1.0544
136,2013-07-31,524.28,10028.97,10553.25,1.0553
137,2013-08-01,524.28,10114.39,10638.67,1.0639
138,2013-08-02,524.28,10126.4,10650.68,1.0651
139,2013-08-05,524.28,10178.78,10703.06,1.0703
140,2013-08-06,0.0,10741.4,10741.4,1.0741
141,2013-08-07,0.0,10720.27,10720.27,1.072
142,2013-08-08,0.0,10717.47,10717.47,1.0717
143,2013-08-09,0.0,10716.16,10716.16,1.0716
144,2013-08-12,0.0,10762.6,10762.6,1.0763
145,2013-08-13,0.0,10779.45,10779.45,1.0779
146,2013-08-14,0.0,10752.59,10752.59,1.0753
147,2013-08-15,0.0,10718.86,10718.86,1.0719
148,2013-08-16,0.0,10680.22,10680.22,1.068
149,2013-08-19,0.0,10714.4,10714.4,1.0714
150,2013-08-20,0.0,10699.39,10699.39,1.0699
151,2013-08-21,0.0,10653.87,10653.87,1.0654
152,2013-08-22,0.0,10637.13,10637.13,1.0637
153,2013-08-23,0.0,10645.99,10645.99,1.0646
154,2013-08-26,0.0,10687.57,10687.57,1.0688
155,2013-08-27,0.0,10702.18,10702.18,1.0702
156,2013-08-28,0.0,10697.03,10697.03,1.0697
157,2013-08-29,0.0,10696.22,10696.22,1.0696
158,2013-08-30,0.0,10714.16,10714.16,1.0714
159,2013-09-02,0.0,10692.84,10692.84,1.0693
160,2013-09-03,0.0,10751.17,10751.17,1.0751
161,2013-09-04,0.0,10759.48,10759.48,1.0759
162,2013-09-05,0.0,10755.77,10755.77,1.0756
163,2013-09-06,0.0,10758.49,10758.49,1.0758
164,2013-09-09,0.0,10866.83,10866.83,1.0867
165,2013-09-10,0.0,10915.76,10915.76,1.0916
166,2013-09-11,0.0,11013.28,11013.28,1.1013
167,2013-09-12,0.0,11066.36,11066.36,1.1066
168,2013-09-13,0.0,10981.13,10981.13,1.0981
169,2013-09-16,0.0,10910.67,10910.67,1.0911
170,2013-09-17,0.0,10866.89,10866.89,1.0867
171,2013-09-18,0.0,10894.91,10894.91,1.0895
172,2013-09-23,0.0,10924.52,10924.52,1.0925
173,2013-09-24,0.0,10931.06,10931.06,1.0931
174,2013-09-25,0.0,10948.09,10948.09,1.0948
175,2013-09-26,0.0,10865.9,10865.9,1.0866
176,2013-09-27,0.0,10851.07,10851.07,1.0851
177,2013-09-30,0.0,10863.09,10863.09,1.0863
178,2013-10-08,0.0,10910.89,10910.89,1.0911
179,2013-10-09,0.0,10974.78,10974.78,1.0975
180,2013-10-10,0.0,10929.43,10929.43,1.0929
181,2013-10-11,0.0,10951.46,10951.46,1.0951
182,2013-10-14,0.0,11022.18,11022.18,1.1022
183,2013-10-15,0.0,11011.6,11011.6,1.1012
184,2013-10-16,0.0,10954.28,10954.28,1.0954
185,2013-10-17,0.0,10929.03,10929.03,1.0929
186,2013-10-18,0.0,10926.37,10926.37,1.0926
187,2013-10-21,0.0,10963.66,10963.66,1.0964
188,2013-10-22,0.0,10929.28,10929.28,1.0929
189,2013-10-23,0.0,10870.64,10870.64,1.0871
190,2013-10-24,0.0,10826.24,10826.24,1.0826
191,2013-10-25,0.0,10729.63,10729.63,1.073
192,2013-10-28,0.0,10705.04,10705.04,1.0705
193,2013-10-29,0.0,10673.28,10673.28,1.0673
194,2013-10-30,0.0,10750.17,10750.17,1.075
195,2013-10-31,0.0,10690.03,10690.03,1.069
196,2013-11-01,0.0,10727.72,10727.72,1.0728
197,2013-11-04,0.0,10740.0,10740.0,1.074
198,2013-11-05,0.0,10738.24,10738.24,1.0738
199,2013-11-06,0.0,10709.52,10709.52,1.071
200,2013-11-07,0.0,10681.95,10681.95,1.0682
201,2013-11-08,0.0,10608.26,10608.26,1.0608
202,2013-11-11,0.0,10619.15,10619.15,1.0619
203,2013-11-12,0.0,10654.26,10654.26,1.0654
204,2013-11-13,0.0,10572.44,10572.44,1.0572
205,2013-11-14,0.0,10594.25,10594.25,1.0594
206,2013-11-15,0.0,10610.58,10610.58,1.0611
207,2013-11-18,0.0,10721.66,10721.66,1.0722
208,2013-11-19,0.0,10730.07,10730.07,1.073
209,2013-11-20,0.0,10788.41,10788.41,1.0788
210,2013-11-21,0.0,10795.36,10795.36,1.0795
211,2013-11-22,0.0,10784.06,10784.06,1.0784
212,2013-11-25,0.0,10755.63,10755.63,1.0756
213,2013-11-26,0.0,10744.35,10744.35,1.0744
214,2013-11-27,0.0,10780.63,10780.63,1.0781
215,2013-11-28,0.0,10808.71,10808.71,1.0809
216,2013-11-29,0.0,10818.92,10818.92,1.0819
217,2013-12-02,0.0,10695.18,10695.18,1.0695
218,2013-12-03,0.0,10767.55,10767.55,1.0768
219,2013-12-04,0.0,10836.95,10836.95,1.0837
220,2013-12-05,0.0,10788.96,10788.96,1.0789
221,2013-12-06,0.0,10737.75,10737.75,1.0738
222,2013-12-09,0.0,10759.42,10759.42,1.0759
223,2013-12-10,0.0,10768.2,10768.2,1.0768
224,2013-12-11,0.0,10709.02,10709.02,1.0709
225,2013-12-12,0.0,10709.24,10709.24,1.0709
226,2013-12-13,0.0,10712.45,10712.45,1.0712
227,2013-12-16,0.0,10638.19,10638.19,1.0638
228,2013-12-17,0.0,10607.17,10607.17,1.0607
229,2013-12-18,0.0,10580.54,10580.54,1.0581
230,2013-12-19,0.0,10458.28,10458.28,1.0458
231,2013-12-20,0.0,10371.29,10371.29,1.0371
232,2013-12-23,0.0,10399.11,10399.11,1.0399
233,2013-12-24,0.0,10412.38,10412.38,1.0412
234,2013-12-25,0.0,10485.35,10485.35,1.0485
235,2013-12-26,0.0,10456.31,10456.31,1.0456
236,2013-12-27,0.0,10512.42,10512.42,1.0512
237,2013-12-30,0.0,10517.32,10517.32,1.0517
238,2013-12-31,0.0,10539.85,10539.85,1.054
239,2014-01-02,0.0,10554.7,10554.7,1.0555
240,2014-01-03,0.0,10513.74,10513.74,1.0514
241,2014-01-06,0.0,10384.28,10384.28,1.0384
242,2014-01-07,0.0,10380.48,10380.48,1.038
243,2014-01-08,0.0,10361.81,10361.81,1.0362
244,2014-01-09,0.0,10318.77,10318.77,1.0319
245,2014-01-10,0.0,10222.27,10222.27,1.0222
246,2014-01-13,0.0,10178.46,10178.46,1.0178
247,2014-01-14,0.0,10213.92,10213.92,1.0214
248,2014-01-15,0.0,10215.86,10215.86,1.0216
249,2014-01-16,0.0,10235.98,10235.98,1.0236
250,2014-01-17,0.0,10178.67,10178.67,1.0179
251,2014-01-20,0.0,10068.15,10068.15,1.0068
252,2014-01-21,0.0,10122.74,10122.74,1.0123
253,2014-01-22,0.0,10291.84,10291.84,1.0292
254,2014-01-23,0.0,10285.65,10285.65,1.0286
255,2014-01-24,0.0,10326.46,10326.46,1.0326
256,2014-01-27,0.0,10330.38,10330.38,1.033
257,2014-01-28,0.0,10342.4,10342.4,1.0342
258,2014-01-29,0.0,10393.91,10393.91,1.0394
259,2014-01-30,0.0,10397.47,10397.47,1.0397
260,2014-02-07,0.0,10420.04,10420.04,1.042
261,2014-02-10,0.0,10582.85,10582.85,1.0583
262,2014-02-11,0.0,10549.21,10549.21,1.0549
263,2014-02-12,0.0,10585.32,10585.32,1.0585
264,2014-02-13,0.0,10555.95,10555.95,1.0556
265,2014-02-14,0.0,10595.15,10595.15,1.0595
266,2014-02-17,0.0,10633.92,10633.92,1.0634
267,2014-02-18,0.0,10593.46,10593.46,1.0593
268,2014-02-19,0.0,10582.81,10582.81,1.0583
269,2014-02-20,0.0,10613.29,10613.29,1.0613
270,2014-02-21,0.0,10582.42,10582.42,1.0582
271,2014-02-24,0.0,10481.27,10481.27,1.0481
272,2014-02-25,0.0,10427.18,10427.18,1.0427
273,2014-02-26,0.0,10413.93,10413.93,1.0414
274,2014-02-27,0.0,10472.96,10472.96,1.0473
275,2014-02-28,0.0,10456.65,10456.65,1.0457
276,2014-03-03,0.0,10510.63,10510.63,1.0511
277,2014-03-04,0.0,10514.91,10514.91,1.0515
278,2014-03-05,0.0,10475.69,10475.69,1.0476
279,2014-03-06,0.0,10482.48,10482.48,1.0482
280,2014-03-07,0.0,10532.7,10532.7,1.0533
281,2014-03-10,0.0,10443.05,10443.05,1.0443
282,2014-03-11,0.0,10440.23,10440.23,1.044
283,2014-03-12,0.0,10427.46,10427.46,1.0427
284,2014-03-13,0.0,10443.23,10443.23,1.0443
285,2014-03-14,0.0,10434.16,10434.16,1.0434
286,2014-03-17,0.0,10446.22,10446.22,1.0446
287,2014-03-18,0.0,10464.24,10464.24,1.0464
288,2014-03-19,0.0,10441.14,10441.14,1.0441
289,2014-03-20,0.0,10414.5,10414.5,1.0414
290,2014-03-21,0.0,10474.92,10474.92,1.0475
291,2014-03-24,0.0,10490.67,10490.67,1.0491
292,2014-03-25,0.0,10506.01,10506.01,1.0506
293,2014-03-26,0.0,10504.66,10504.66,1.0505
294,2014-03-27,0.0,10496.55,10496.55,1.0497
295,2014-03-28,0.0,10449.45,10449.45,1.0449
296,2014-03-31,0.0,10423.64,10423.64,1.0424
297,2014-04-01,0.0,10477.15,10477.15,1.0477
298,2014-04-02,0.0,10489.0,10489.0,1.0489
299,2014-04-03,0.0,10472.7,10472.7,1.0473
300,2014-04-04,0.0,10512.22,10512.22,1.0512
301,2014-04-08,0.0,10601.32,10601.32,1.0601
302,2014-04-09,0.0,10611.57,10611.57,1.0612
303,2014-04-10,0.0,10678.31,10678.31,1.0678
304,2014-04-11,0.0,10664.1,10664.1,1.0664
305,2014-04-14,0.0,10665.69,10665.69,1.0666
306,2014-04-15,0.0,10616.39,10616.39,1.0616
307,2014-04-16,0.0,10599.31,10599.31,1.0599
308,2014-04-17,0.0,10586.81,10586.81,1.0587
309,2014-04-18,0.0,10605.31,10605.31,1.0605
310,2014-04-21,0.0,10569.37,10569.37,1.0569
311,2014-04-22,0.0,10575.21,10575.21,1.0575
312,2014-04-23,0.0,10578.68,10578.68,1.0579
313,2014-04-24,0.0,10575.73,10575.73,1.0576
314,2014-04-25,0.0,10554.89,10554.89,1.0555
315,2014-04-28,0.0,10487.68,10487.68,1.0488
316,2014-04-29,0.0,10523.41,10523.41,1.0523
317,2014-04-30,0.0,10545.12,10545.12,1.0545
318,2014-05-05,0.0,10542.45,10542.45,1.0542
319,2014-05-06,0.0,10567.8,10567.8,1.0568
320,2014-05-07,0.0,10543.65,10543.65,1.0544
321,2014-05-08,0.0,10546.71,10546.71,1.0547
322,2014-05-09,0.0,10552.5,10552.5,1.0552
323,2014-05-12,0.0,10636.96,10636.96,1.0637
324,2014-05-13,0.0,10621.23,10621.23,1.0621
325,2014-05-14,0.0,10606.81,10606.81,1.0607
326,2014-05-15,0.0,10575.44,10575.44,1.0575
327,2014-05-16,0.0,10574.66,10574.66,1.0575
328,2014-05-19,0.0,10509.53,10509.53,1.051
329,2014-05-20,0.0,10497.97,10497.97,1.0498
330,2014-05-21,0.0,10537.15,10537.15,1.0537
331,2014-05-22,0.0,10549.98,10549.98,1.055
332,2014-05-23,0.0,10587.78,10587.78,1.0588
333,2014-05-26,0.0,10599.71,10599.71,1.06
334,2014-05-27,0.0,10617.43,10617.43,1.0617
335,2014-05-28,0.0,10644.99,10644.99,1.0645
336,2014-05-29,0.0,10643.26,10643.26,1.0643
337,2014-05-30,0.0,10650.63,10650.63,1.0651
338,2014-06-03,0.0,10670.92,10670.92,1.0671
339,2014-06-04,0.0,10632.46,10632.46,1.0632
340,2014-06-05,0.0,10676.22,10676.22,1.0676
341,2014-06-06,0.0,10702.94,10702.94,1.0703
342,2014-06-09,0.0,10737.85,10737.85,1.0738
343,2014-06-10,0.0,10818.67,10818.67,1.0819
344,2014-06-11,0.0,10836.34,10836.34,1.0836
345,2014-06-12,0.0,10830.87,10830.87,1.0831
346,2014-06-13,0.0,10940.96,10940.96,1.0941
347,2014-06-16,0.0,10994.97,10994.97,1.0995
348,2014-06-17,0.0,10902.57,10902.57,1.0903
349,2014-06-18,0.0,10831.04,10831.04,1.0831
350,2014-06-19,0.0,10783.25,10783.25,1.0783
351,2014-06-20,0.0,10837.75,10837.75,1.0838
352,2014-06-23,0.0,10859.36,10859.36,1.0859
353,2014-06-24,0.0,10888.79,10888.79,1.0889
354,2014-06-25,0.0,10884.43,10884.43,1.0884
355,2014-06-26,0.0,10935.63,10935.63,1.0936
356,2014-06-27,0.0,10958.1,10958.1,1.0958
357,2014-06-30,0.0,10971.48,10971.48,1.0971
358,2014-07-01,0.0,10949.41,10949.41,1.0949
359,2014-07-02,0.0,10973.86,10973.86,1.0974
360,2014-07-03,0.0,11019.22,11019.22,1.1019
361,2014-07-04,0.0,11005.67,11005.67,1.1006
362,2014-07-07,0.0,11017.45,11017.45,1.1017
363,2014-07-08,0.0,11025.9,11025.9,1.1026
364,2014-07-09,0.0,10947.99,10947.99,1.0948
365,2014-07-10,0.0,10944.69,10944.69,1.0945
366,2014-07-11,0.0,10989.46,10989.46,1.0989
367,2014-07-14,0.0,11058.73,11058.73,1.1059
368,2014-07-15,0.0,11069.48,11069.48,1.1069
369,2014-07-16,0.0,11072.49,11072.49,1.1072
370,2014-07-17,0.0,11028.17,11028.17,1.1028
371,2014-07-18,0.0,11057.28,11057.28,1.1057
372,2014-07-21,0.0,11042.55,11042.55,1.1043
373,2014-07-22,0.0,11101.6,11101.6,1.1102
374,2014-07-23,0.0,11103.6,11103.6,1.1104
375,2014-07-24,0.0,11148.51,11148.51,1.1149
376,2014-07-25,0.0,11163.6,11163.6,1.1164
377,2014-07-28,0.0,11257.67,11257.67,1.1258
378,2014-07-29,0.0,11277.52,11277.52,1.1278
379,2014-07-30,0.0,11277.76,11277.76,1.1278
380,2014-07-31,0.0,11336.61,11336.61,1.1337
381,2014-08-01,0.0,11424.8,11424.8,1.1425
382,2014-08-04,0.0,11540.97,11540.97,1.1541
383,2014-08-05,0.0,11534.14,11534.14,1.1534
384,2014-08-06,0.0,11546.88,11546.88,1.1547
385,2014-08-07,0.0,11456.08,11456.08,1.1456
386,2014-08-08,0.0,11466.92,11466.92,1.1467
387,2014-08-11,0.0,11557.88,11557.88,1.1558
388,2014-08-12,0.0,11572.93,11572.93,1.1573
389,2014-08-13,0.0,11553.86,11553.86,1.1554
390,2014-08-14,0.0,11495.56,11495.56,1.1496
391,2014-08-15,0.0,11554.45,11554.45,1.1554
392,2014-08-18,0.0,11608.68,11608.68,1.1609
393,2014-08-19,0.0,11612.37,11612.37,1.1612
394,2014-08-20,0.0,11615.47,11615.47,1.1615
395,2014-08-21,0.0,11542.68,11542.68,1.1543
396,2014-08-22,0.0,11566.7,11566.7,1.1567
397,2014-08-25,0.0,11533.65,11533.65,1.1534
398,2014-08-26,0.0,11448.22,11448.22,1.1448
399,2014-08-27,0.0,11464.28,11464.28,1.1464
400,2014-08-28,0.0,11448.07,11448.07,1.1448
401,2014-08-29,0.0,11514.66,11514.66,1.1515
402,2014-09-01,0.0,11656.16,11656.16,1.1656
403,2014-09-02,0.0,11740.93,11740.93,1.1741
404,2014-09-03,0.0,11842.92,11842.92,1.1843
405,2014-09-04,0.0,11888.3,11888.3,1.1888
406,2014-09-05,0.0,11962.42,11962.42,1.1962
407,2014-09-09,659.26,11253.64,11912.9,1.1913
408,2014-09-10,659.26,11265.39,11924.65,1.1925
409,2014-09-11,659.26,11258.41,11917.67,1.1918
410,2014-09-12,659.26,11346.43,12005.69,1.2006
411,2014-09-15,659.26,11346.13,12005.39,1.2005
412,2014-09-16,659.26,11173.67,11832.93,1.1833
413,2014-09-17,659.26,11189.19,11848.45,1.1848
414,2014-09-18,659.26,11270.79,11930.05,1.193
415,2014-09-19,659.26,11303.96,11963.22,1.1963
416,2014-09-22,659.26,11197.7,11856.96,1.1857
417,2014-09-23,659.26,11247.89,11907.15,1.1907
418,2014-09-24,659.26,11402.83,12062.09,1.2062
419,2014-09-25,659.26,11455.11,12114.37,1.2114
420,2014-09-26,0.0,12079.26,12079.26,1.2079
421,2014-09-29,0.0,12098.61,12098.61,1.2099
422,2014-09-30,0.0,12180.93,12180.93,1.2181
423,2014-10-08,0.0,12201.59,12201.59,1.2202
424,2014-10-09,0.0,12246.22,12246.22,1.2246
425,2014-10-10,0.0,12171.24,12171.24,1.2171
426,2014-10-13,0.0,12128.25,12128.25,1.2128
427,2014-10-14,0.0,12082.66,12082.66,1.2083
428,2014-10-15,0.0,12128.99,12128.99,1.2129
429,2014-10-16,0.0,12111.37,12111.37,1.2111
430,2014-10-17,0.0,12085.83,12085.83,1.2086
431,2014-10-20,0.0,12138.95,12138.95,1.2139
432,2014-10-21,0.0,12136.56,12136.56,1.2137
433,2014-10-22,0.0,12130.55,12130.55,1.2131
434,2014-10-23,0.0,12172.34,12172.34,1.2172
435,2014-10-24,0.0,12157.97,12157.97,1.2158
436,2014-10-27,0.0,12098.13,12098.13,1.2098
437,2014-10-28,0.0,12219.05,12219.05,1.2219
438,2014-10-29,0.0,12432.02,12432.02,1.2432
439,2014-10-30,0.0,12591.33,12591.33,1.2591
440,2014-10-31,0.0,12745.82,12745.82,1.2746
441,2014-11-03,0.0,12929.06,12929.06,1.2929
442,2014-11-04,0.0,13029.31,13029.31,1.3029
443,2014-11-05,0.0,12983.31,12983.31,1.2983
444,2014-11-06,0.0,13065.95,13065.95,1.3066
445,2014-11-07,0.0,13184.58,13184.58,1.3185
446,2014-11-10,0.0,13435.87,13435.87,1.3436
447,2014-11-11,0.0,13209.79,13209.79,1.321
448,2014-11-12,0.0,13314.87,13314.87,1.3315
449,2014-11-13,0.0,13249.34,13249.34,1.3249
450,2014-11-14,0.0,13149.3,13149.3,1.3149
451,2014-11-17,0.0,13010.36,13010.36,1.301
452,2014-11-18,0.0,12839.55,12839.55,1.284
453,2014-11-19,0.0,12831.62,12831.62,1.2832
454,2014-11-20,662.56,12276.64,12939.2,1.2939
455,2014-11-21,662.56,12463.85,13126.41,1.3126
456,2014-11-24,662.56,12672.01,13334.57,1.3335
457,2014-11-25,662.56,12767.79,13430.35,1.343
458,2014-11-26,662.56,12822.52,13485.08,1.3485
459,2014-11-27,662.56,12859.21,13521.77,1.3522
460,2014-11-28,0.0,13602.52,13602.52,1.3603
461,2014-12-01,0.0,13410.07,13410.07,1.341
462,2014-12-02,0.0,13618.66,13618.66,1.3619
463,2014-12-03,668.05,12993.45,13661.5,1.3662
464,2014-12-04,668.05,13318.57,13986.62,1.3987
465,2014-12-05,668.05,13259.84,13927.89,1.3928
466,2014-12-08,668.05,13486.94,14154.99,1.4155
467,2014-12-09,668.05,12775.5,13443.55,1.3444
468,2014-12-10,668.05,13092.75,13760.8,1.3761
469,2014-12-11,668.05,13045.76,13713.81,1.3714
470,2014-12-12,668.05,13102.4,13770.45,1.377
471,2014-12-15,668.05,13171.5,13839.55,1.384
472,2014-12-16,668.05,13477.31,14145.36,1.4145
473,2014-12-17,668.05,13662.06,14330.11,1.433
474,2014-12-18,668.05,13883.75,14551.8,1.4552
475,2014-12-19,668.05,14232.21,14900.26,1.49
476,2014-12-22,668.05,14288.72,14956.77,1.4957
477,2014-12-23,668.05,14018.14,14686.19,1.4686
478,2014-12-24,668.05,13939.61,14607.66,1.4608
479,2014-12-25,668.05,14341.35,15009.4,1.5009
480,2014-12-26,0.0,15335.61,15335.61,1.5336
481,2014-12-29,0.0,15477.63,15477.63,1.5478
482,2014-12-30,0.0,15472.89,15472.89,1.5473
483,2014-12-31,888.03,14809.9,15697.93,1.5698
484,2015-01-05,888.03,15467.28,16355.31,1.6355
485,2015-01-06,888.03,15668.38,16556.41,1.6556
486,2015-01-07,888.03,15947.84,16835.87,1.6836
487,2015-01-08,888.03,15782.03,16670.06,1.667
488,2015-01-09,888.03,15912.29,16800.32,1.68
489,2015-01-12,888.03,15527.51,16415.54,1.6416
490,2015-01-13,888.03,15618.7,16506.73,1.6507
491,2015-01-14,888.03,15676.2,16564.23,1.6564
492,2015-01-15,888.03,15851.05,16739.08,1.6739
493,2015-01-16,888.03,16044.75,16932.78,1.6933
494,2015-01-19,888.03,15342.72,16230.75,1.6231
495,2015-01-20,888.03,15576.75,16464.78,1.6465
496,2015-01-21,888.03,15972.96,16860.99,1.6861
497,2015-01-22,888.03,16116.21,17004.24,1.7004
498,2015-01-23,888.03,16111.27,16999.3,1.6999
499,2015-01-26,888.03,15896.75,16784.78,1.6785
500,2015-01-27,0.0,16618.98,16618.98,1.6619
501,2015-01-28,0.0,16392.92,16392.92,1.6393
502,2015-01-29,0.0,16185.17,16185.17,1.6185
503,2015-01-30,0.0,15961.31,15961.31,1.5961
504,2015-02-02,0.0,15635.04,15635.04,1.5635
505,2015-02-03,0.0,15769.32,15769.32,1.5769
506,2015-02-04,0.0,15772.26,15772.26,1.5772
507,2015-02-05,0.0,15800.63,15800.63,1.5801
508,2015-02-06,0.0,15572.49,15572.49,1.5572
509,2015-02-09,848.7,14724.79,15573.49,1.5573
510,2015-02-10,848.7,14833.27,15681.97,1.5682
511,2015-02-11,848.7,14878.97,15727.67,1.5728
512,2015-02-12,848.7,14921.03,15769.73,1.577
513,2015-02-13,1684.91,14215.7,15900.61,1.5901
514,2015-02-16,2247.8,13825.6,16073.4,1.6073
515,2015-02-17,2247.8,13882.53,16130.33,1.613
516,2015-02-25,2850.13,13158.36,16008.49,1.6008
517,2015-02-26,2850.13,13255.78,16105.91,1.6106
518,2015-02-27,2850.13,13229.98,16080.11,1.608
519,2015-03-02,2850.13,13247.38,16097.51,1.6098
520,2015-03-03,0.0,16062.5,16062.5,1.6062
521,2015-03-04,712.7,15378.24,16090.94,1.6091
522,2015-03-05,712.7,15308.89,16021.59,1.6022
523,2015-03-06,712.7,15261.41,15974.11,1.5974
524,2015-03-09,1577.9,14536.24,16114.14,1.6114
525,2015-03-10,1577.9,14594.76,16172.66,1.6173
526,2015-03-11,1577.9,14590.1,16168.0,1.6168
527,2015-03-12,3147.36,13020.66,16168.02,1.6168
528,2015-03-13,3147.36,13096.19,16243.55,1.6244
529,2015-03-16,3147.36,13521.13,16668.49,1.6668
530,2015-03-17,3147.36,13731.46,16878.82,1.6879
531,2015-03-18,3147.36,13785.19,16932.55,1.6933
532,2015-03-19,3147.36,13765.25,16912.61,1.6913
533,2015-03-20,3147.36,13832.19,16979.55,1.698
534,2015-03-23,3147.36,14003.66,17151.02,1.7151
535,2015-03-24,3147.36,13904.5,17051.86,1.7052
536,2015-03-25,3147.36,13876.15,17023.51,1.7024
537,2015-03-26,3147.36,13808.68,16956.04,1.6956
538,2015-03-27,3147.36,13803.32,16950.68,1.6951
539,2015-03-30,3147.36,13882.66,17030.02,1.703
